Zip_Code,new_primary_key,Q25_Sold_Info_Loan_Type,Q25_Sold_Info_Loan_Type_TEXT,Q4_Solar_Panels__KW,Q5_Solar_Panels_Ownership,Q6_Prepaid_or_Zerodown,Q7_Lease_Payment_Monthly,Q8_Solar_Installer_Name,Q9_Prepay_Stipulation,Q10_1_Matrix_Good_Environment,Q10_2_Matrix_Climate_Change_Concern,Q10_3_Matrix_Cleaner_Energy,Q10_4_Matrix_Lower_Electric_Bills,Q10_5_Matrix_Net_Metering_Profit,Q10_6_Matrix_Rent_Property,Q10_7_Matrix_Social_Network,Q10_8_Matrix_Maintenance_Repair,Q10_9_Matrix_Add_Value_to_Home,Q10_10_Matrix_Go_Off_Grid,Q18_Storage_Familiar,Q19_1_Storage_Usage_Backup,Q19_2_Storage_Usage_LoadShifting,Q19_3_Storage_Usage_OffGrid,Q26_Storage_Influence_HomePurchase,Q20_Storage_Likelyhood_to_Buy_Batteries,Q14_Demographics_Gender,Q13_Demographics_Age,Q17_Demographics_Income_Range,Q17_Income_Range_Holder,Q15_Demographics_Race_Ethnicity,Q15_Other_TEXT_Demographics_Race_Ethnicity,Q16_Demographics_Education,Q11_Qual_Question_1,Q12_Qual_Question_2
85260,2246,a) Conventional,,6.44,a) Leased solar,b) Lease was pre-paid,,NRG,"b) No, this was not a stipulation",Somewhat positive,Neutral,Somewhat positive,Very positive,Neutral,Neutral,Somewhat positive,Neutral,Neutral,Neutral,c) A Little familiar,2,1,3,c) More likely to buy,c) Undecided,Male,60,"$100,000 or more",100,Prefer not to answer,,Graduate degree,"Yes. In the 6 months we have lived in the house, it's estimated that the solar PV has saved us over &900.",The sellers expected that the solar panels had a value that would be considered by the appraiser. They were not so the appraised value was less than the contract price. We required them to reduce the contract price to the appraised value. 
85351,2250,a) Conventional,,,b) Owned solar,c) System is owned,,,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,d) Vaguely familiar,3,3,2,b) No influence,a) Very Unlikely,Male,79,,,White,,Associate degree,Don't know anything about it and no one ever told us about it.,
85395,2261,d) Cash,,5.5,b) Owned solar,c) System is owned,,American,,Somewhat positive,Neutral,Somewhat positive,Very positive,Somewhat positive,Neutral,Somewhat positive,Very positive,Very positive,Neutral,d) Vaguely familiar,2,1,3,c) More likely to buy,c) Undecided,Male,64,"$70,000 â€“ $79,999",70,,,Bachelor degree,,
85374,2262,c) VA,,,a) Leased solar,a) Took over payments on the lease,144,Solar City,c) I don't know,Very positive,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Very positive,Very positive,a) Very familiar,3,1,2,c) More likely to buy,e) Very Likely,Female,45,"$90,000 â€“ $99,999",90,White,,Graduate degree,Yes!,Downside: Birds are crazy with these / They build their homes under the panels - 
85268,2264,a) Conventional,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Neutral,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat negative,Neutral,Neutral,e) Never heard of it,2,1,3,b) No influence,,Female,53,"$90,000 â€“ $99,999",90,Prefer not to answer,,Graduate degree,Yes,SRP makes solar energy usage difficult. Messed up my bills for 4 months. Have no way of confirming the electricity I generate. Would like option to save excess electricity in summer to offset lower generation in winter months. Good luck on your project!
85338,2266,d) Cash,,3,b) Owned solar,c) System is owned,,,,Somewhat positive,Neutral,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,b) Somewhat familiar,,1,,b) No influence,c) Undecided,Male,61,"$100,000 or more",100,Hispanic or Latino,,Graduate degree,"No, still get high electric bills.",So expensive and complex.
85396,2270,d) Cash,,6,a) Leased solar,a) Took over payments on the lease,86,SunPower,"b) No, this was not a stipulation",Very positive,Somewhat positive,Very positive,Very positive,Very positive,Very negative,Very positive,Very positive,Very positive,Neutral,d) Vaguely familiar,,1,,c) More likely to buy,c) Undecided,Male,74,"$40,000 â€“ $49,999",40,White,,Graduate degree,New to home!,
85338,2285,d) Cash,,,b) Owned solar,c) System is owned,,,,Very positive,Somewhat positive,Somewhat positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,e) Never heard of it,1,2,3,c) More likely to buy,c) Undecided,Female,71,"$50,000 â€“ $59,999",50,White,,Graduate degree,,
85224,2289,b) FHA,,,b) Owned solar,c) System is owned,,,,Neutral,Neutral,Neutral,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,b) Somewhat familiar,2,1,3,b) No influence,b) Unlikely,Male,53,"$100,000 or more",100,White,,Graduate degree,"No, much smaller benefit than indicated by seller. Was told about 50%, has only been about 15%. Very disappointing.",Doubt I would ever spend money to install solar in next home given such low savings. 
85338,2300,d) Cash,,,b) Owned solar,c) System is owned,,,,Very positive,Neutral,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,Somewhat negative,b) Somewhat familiar,,1,,b) No influence,b) Unlikely,Male,69,"$40,000 â€“ $49,999",40,White,,Bachelor degree,Unknown,I don't like being charged more for having a solar system!
85374,2302,a) Conventional,,,b) Owned solar,c) System is owned,,,,Very positive,Very positive,Very positive,Very positive,Very positive,Neutral,Very positive,Neutral,Very positive,Very positive,e) Never heard of it,,,1,c) More likely to buy,b) Unlikely,Female,,"$90,000 â€“ $99,999",90,White,,Graduate degree,"Yes, very cost effective energy",First time use.
85338,2315,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,157,SunPower,"a) Yes, this was a stipulation",Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Neutral,Neutral,Somewhat positive,Somewhat positive,Neutral,Neutral,e) Never heard of it,2,1,3,b) No influence,c) Undecided,Male,29,"$100,000 or more",100,White,,Graduate degree,"Yes, as intended it has allowed us to maintain low energy costs in our hot summer compared with our peers. ",
85297,2318,a) Conventional,,14,a) Leased solar,a) Took over payments on the lease,138.62,Solar City,c) I don't know,Very positive,Very positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Somewhat negative,Somewhat positive,Neutral,e) Never heard of it,,1,,c) More likely to buy,c) Undecided,Male,30,"$60,000 â€“ $69,999",60,White,,Graduate degree,"Overall, I'm very pleased with the solar PV system that I have. Knowing that I can preserve the environment for future generations.",A negative experience I am currently having with the system is observing price increases with local energy companies. I feel like people that are going solar are being penalized for wanting to make a difference and help the environment. I understand that it decreases the monopoly that energy companies have but it doesn't make sense from the standpoint of sustainability.
85373,2319,c) VA,,,a) Leased solar,a) Took over payments on the lease,124,SunRun,"b) No, this was not a stipulation",Very positive,Somewhat positive,Somewhat positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Neutral,d) Vaguely familiar,,1,,b) No influence,b) Unlikely,Male,72,"$90,000 â€“ $99,999",90,White,,Some college but no degree,,
85262,2327,a) Conventional,,9,b) Owned solar,c) System is owned,,"Solar Electric Systems and products, Inc.",,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,e) Never heard of it,1,3,2,c) More likely to buy,c) Undecided,Male,41,"$100,000 or more",100,White,,Graduate degree,Yes,
85374,2328,a) Conventional,,6.3,b) Owned solar,c) System is owned,,American Solar Electric,,Very positive,Somewhat positive,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,1,3,2,b) No influence,c) Undecided,Female,70,,,White,,Associate degree,"It seems to have saved us so far, however only purchased mid May and are still on rate which we will reassess in 6 months with APS. We have not had winter to stack credits. We are in learning process. We did have concerns about maintenance, but have been assured that it is not significant. We are still learning.","The solar was a bonus for us. We came from Pacific NW where solar is not common. We really ""lucked out"" with this home as the system was owned so there were no ""leasing"" hassles. So far we are pleased with the system. Still learning and will be interesting to review after 6 months to a year. While it was not a priority on our wishlist at the time, we would sure recommend to anyone who might ask us."
85249,2343,b) FHA,,,a) Leased solar,a) Took over payments on the lease,91.79,Solar City,"b) No, this was not a stipulation",Very positive,Neutral,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat positive,d) Vaguely familiar,3,1,2,c) More likely to buy,c) Undecided,Female,62,,,White,,Some college but no degree,Yes. Have been in home only 4 months. System only 2 years old. Somewhat concerned how efficient system will be as it ages. ,Had to do homework - was very skeptical that solar would be less expensive than paying the company because of lease payment. Time will tell. 
85044,2344,b) FHA,,5,a) Leased solar,b) Lease was pre-paid,,Solar City,,Somewhat positive,Somewhat positive,Very positive,Very positive,Neutral,Neutral,Somewhat positive,Neutral,Somewhat positive,Neutral,b) Somewhat familiar,2,1,3,b) No influence,a) Very Unlikely,Male,34,"$100,000 or more",100,White,,Graduate degree,"Somewhat. The sellers somewhat overstated the cost offset, but the solar system is definitely helping reduce electric bills. This house is 30% larger than my previous house, which did not have solar, and my electric bill here is ~20% lower. ","Considering that the solar lease was paid in full for another 10 years when I bought this home, this worked out to be a perfect situation to receive ""free power"" for a decade. However, from my research on solar lease prices vs. cost offset (cost/benefit), I probably would have been less inclined to buy this house if I was required to make monthly lease payments. This would have been ESPECIALLY (emphasis added by respondent) true if I was also required to pay SRP's $50/month fee (which I'm not because the system was installed before 12/31/14). "
85374,2352,a) Conventional,,6.5,a) Leased solar,a) Took over payments on the lease,86,SunPower,"b) No, this was not a stipulation",Very positive,Somewhat positive,Very positive,Very positive,Very positive,Neutral,Neutral,Very positive,Very positive,Somewhat positive,e) Never heard of it,2,1,3,b) No influence,c) Undecided,Male,65,"$100,000 or more",100,White,,Bachelor degree,Yes. Energy costs meeting expectations. ,
85225,2355,a) Conventional,,,b) Owned solar,c) System is owned,,Solar City,,Very positive,Somewhat positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Very positive,Somewhat positive,e) Never heard of it,2,1,3,b) No influence,c) Undecided,Female,33,"$60,000 â€“ $69,999",60,White,,Associate degree,"Yes, we love the lower electric bills and have had no problem with the panels thus far.",I wish we got reimbursed for unused solar energy at the current value instead of the cheapest possible rate invented by the energy company. The battery option is intriguing. 
85014,2364,d) Cash,,,a) Leased solar,a) Took over payments on the lease,72,Solar City,c) I don't know,Neutral,Neutral,Somewhat positive,Very positive,Very positive,Neutral,Neutral,Neutral,Very positive,Neutral,c) A Little familiar,1,1,3,c) More likely to buy,d) Somewhat Likely,Male,30,"$100,000 or more",100,White,,Bachelor degree,Yes our energy costs have been consistently low,I am concerned that selling the home will be more challenging because buyers won't qualify for the solar lease.
85374,2367,d) Cash,,,b) Owned solar,c) System is owned,,Sunrun,,Neutral,Neutral,Neutral,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,,1,,b) No influence,c) Undecided,Female,65,"$30,000 â€“ $39,999",30,Prefer not to answer,,Bachelor degree,Lower electricity costs until August when we did not generate enough electricity to cover our usage. Learned the hard way to monitor our usage more carefully.,"Our decision to purchase our home had nothing to do with the solar PV because we loved the house and would have bought it no matter what. However, the solar PV was icing on the cake!  /  / Best of luck on your project!"
85375,2375,c) VA,,,a) Leased solar,a) Took over payments on the lease,93,,"b) No, this was not a stipulation",Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Very positive,Neutral,Very positive,Neutral,Very positive,Very positive,d) Vaguely familiar,2,3,1,b) No influence,c) Undecided,Male,60,"$30,000 â€“ $39,999",30,Asian,,Some college but no degree,,
85383,2384,d) Cash,,6,a) Leased solar,b) Lease was pre-paid,,Solar City,"b) No, this was not a stipulation",Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,d) Vaguely familiar,,1,,b) No influence,c) Undecided,Female,63,,,White,,Bachelor degree,Yes. We've been pleased with the low electricity bills since moving in last March,
85374,2385,a) Conventional,,4.23,b) Owned solar,c) System is owned,,Arcadia Solar Installations,,Somewhat positive,Very positive,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Very positive,Neutral,d) Vaguely familiar,,1,,b) No influence,b) Unlikely,Male,69,"$40,000 â€“ $49,999",40,White,,Bachelor degree,No! Moved in May and the reserve in the system wen to the previous owners. So the first bills were a lot higher than expected.,"Not sure how to read the meters in the system, so I'm not sure of the productivity. We also have a solar water heating system. I'm sure helps our gas bill as well."
85260,2386,a) Conventional,,,b) Owned solar,c) System is owned,,,,Very positive,Somewhat positive,Very positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Very positive,Neutral,e) Never heard of it,1,1,3,c) More likely to buy,c) Undecided,Male,45,"$100,000 or more",100,White,,Bachelor degree,We love it. Moved from Seattle - have the AC set at 73 in the house. Our electric bill is only 250.00 per month. Our neighbors AC is set at 77. They pay 650.00 per month. ,
85338,2387,c) VA,,,a) Leased solar,a) Took over payments on the lease,113,Solar City,"b) No, this was not a stipulation",Neutral,Neutral,Somewhat positive,Very positive,Somewhat positive,Somewhat positive,Neutral,Neutral,Somewhat positive,Neutral,b) Somewhat familiar,1,2,3,b) No influence,b) Unlikely,Male,31,"$100,000 or more",100,White,,Trade/technical/vocational training,Yes. We fell in love with this house and would have purchased it anyway if the solar panels weren't installed. They lower our electric bill significantly. My co-workers constantly complain about $300-$400 electric bills during the arizona summer. I haven't had one over $150 (APS plus Solar City). ,I had to have a pretty high credit score to get approved to purchase this home. Something that most people don't think about is you may get approved for a loan to purchase the house you want but you may not qualify to assume the lease on the solar panels. It worked out ok for me but it could be a hinderance for someone else. Not only the buyer who wants the house but also the seller must find a buyer who qualifies. 
85266,2401,a) Conventional,,4.8,a) Leased solar,a) Took over payments on the lease,67.9,Solar City,"b) No, this was not a stipulation",Very positive,Very negative,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,,1,,b) No influence,c) Undecided,Female,67,"$100,000 or more",100,White,,Graduate degree,Too soon to tell,
85374,2407,e) Other,,,b) Owned solar,c) System is owned,,Harmon Solar,,Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Somewhat negative,e) Never heard of it,1,2,3,b) No influence,b) Unlikely,Female,69,,,White,,Bachelor degree,Nope not yet,Harmon Solar is coming today. So far my electric (APS) have been $250-$398 range. Not happy -
85395,2414,d) Cash,,,b) Owned solar,c) System is owned,,,,Very positive,Neutral,Neutral,Very positive,Neutral,Neutral,Neutral,Neutral,Very positive,Neutral,e) Never heard of it,2,1,3,b) No influence,c) Undecided,Male,67,"$100,000 or more",100,White,,Some college but no degree,Too new to know.,
85383,2426,d) Cash,,5.3,a) Leased solar,b) Lease was pre-paid,,Solar City,c) I don't know,Very positive,Very positive,Very positive,Very positive,Very positive,Very negative,Very negative,Very positive,Very positive,Very negative,b) Somewhat familiar,2,1,3,b) No influence,b) Unlikely,Male,75,"$90,000 â€“ $99,999",90,White,,Graduate degree,Lived up to expectations - lower electric bills,Very pleased with pre-paid lease program
85248,2429,d) Cash,,4,b) Owned solar,c) System is owned,,American Solar Electric,,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,d) Vaguely familiar,,1,,c) More likely to buy,d) Somewhat Likely,Male,72,"$70,000 â€“ $79,999",70,Prefer not to answer,,Graduate degree,,
85249,2431,d) Cash,,,a) Leased solar,a) Took over payments on the lease,49,Solar City,c) I don't know,Very positive,Somewhat positive,Somewhat positive,Very positive,Neutral,Very positive,Neutral,Neutral,Somewhat positive,Somewhat positive,,3,1,2,c) More likely to buy,a) Very Unlikely,Female,58,"$30,000 â€“ $39,999",30,White,,Bachelor degree,No - Rent but we thought summer bills would be lower.,SRP ruins the positive by PRICING. 
85390,2432,d) Cash,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,1,2,3,b) No influence,c) Undecided,Female,67,"$30,000 â€“ $39,999",30,White,,Bachelor degree,Yes,
85383,2437,a) Conventional,,1.6,b) Owned solar,c) System is owned,,Sungate,,Very positive,Somewhat positive,Very positive,Somewhat positive,Neutral,Very negative,Very negative,Somewhat positive,Somewhat positive,Somewhat positive,d) Vaguely familiar,3,2,1,b) No influence,a) Very Unlikely,Male,54,,,White,,Associate degree,Not yet. First AZ summer with it. ,
85374,2441,b) FHA,,,a) Leased solar,a) Took over payments on the lease,72,Solar City,"b) No, this was not a stipulation",Very positive,Neutral,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,d) Vaguely familiar,1,2,3,c) More likely to buy,c) Undecided,Female,47,"$100,000 or more",100,White,,Bachelor degree,Yes. Our power bill has significantly been reduced. ,
85016,2451,a) Conventional,,6.24,a) Leased solar,b) Lease was pre-paid,,Sunrun,"a) Yes, this was a stipulation",Very positive,Very positive,Very positive,Somewhat positive,Neutral,Neutral,Somewhat positive,Very negative,Neutral,Neutral,b) Somewhat familiar,2,1,3,c) More likely to buy,d) Somewhat Likely,,,"$100,000 or more",100,White,,Graduate degree,,
85383,2460,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,141,Solar City,"b) No, this was not a stipulation",Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat negative,Somewhat negative,Neutral,d) Vaguely familiar,1,2,3,,b) Unlikely,Female,49,,,White,,Bachelor degree,#NAME?,#NAME?
85395,2463,a) Conventional,,,a) Leased solar,,,Solar City,,Somewhat positive,Neutral,Somewhat positive,Somewhat positive,Very negative,Very negative,Neutral,Somewhat positive,Somewhat positive,Somewhat positive,a) Very familiar,2,1,3,c) More likely to buy,d) Somewhat Likely,Male,37,"$100,000 or more",100,Asian,,Graduate degree,"No. Hence had them removed. Solar City steals from you. Also APS cheats you. Sticks you on special plan. Should have kept the standard plan!
Note: Previous owner took to new residence. ",The unit on the roof was way too big.
85335,2465,b) FHA,,,a) Leased solar,a) Took over payments on the lease,98,Solar City,c) I don't know,Somewhat positive,Neutral,Neutral,Very positive,Somewhat positive,Neutral,Very negative,Neutral,Very negative,Very negative,b) Somewhat familiar,,,1,c) More likely to buy,d) Somewhat Likely,Male,24,"$30,000 â€“ $39,999",30,Hispanic or Latino,,Bachelor degree,"Yes, electric company bill has been low in comparison when I did not had solar panels.",
85345,2480,b) FHA,,,a) Leased solar,a) Took over payments on the lease,46,Solar City,"b) No, this was not a stipulation",Neutral,Neutral,Neutral,Very positive,Neutral,Neutral,Neutral,Neutral,Very positive,Neutral,e) Never heard of it,1,1,1,b) No influence,c) Undecided,Male,40,"$100,000 or more",100,White,,"High school graduate, diploma or equivalent (for example: GED)",Yes,
85086,2486,d) Cash,,8.4,a) Leased solar,a) Took over payments on the lease,165,SunEdison,"a) Yes, this was a stipulation",Neutral,Neutral,Neutral,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,c) A Little familiar,1,1,3,c) More likely to buy,c) Undecided,Male,65,"$50,000 â€“ $59,999",50,White,,Some college but no degree,Yes lower electric bills,2ed solar home also have solar  / pool heater and hot water  / sun is free use it
85050,2489,a) Conventional,,,b) Owned solar,c) System is owned,,Argent Solar,,Somewhat positive,Neutral,Somewhat positive,Very positive,Very positive,Neutral,Somewhat positive,Somewhat positive,Very positive,Neutral,d) Vaguely familiar,2,2,3,b) No influence,b) Unlikely,Male,39,"$100,000 or more",100,White,,Bachelor degree,,
85338,2497,a) Conventional,,6.72,a) Leased solar,a) Took over payments on the lease,96,Solar City,"b) No, this was not a stipulation",Very positive,Somewhat positive,Very positive,Somewhat positive,Neutral,Neutral,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,d) Vaguely familiar,2,1,3,c) More likely to buy,b) Unlikely,Male,64,,,White,,Bachelor degree,"Yes, because energy costs are a bit lower. ",
85015,2498,c) VA,,8.6,b) Owned solar,c) System is owned,,SunPower,c) I don't know,Somewhat positive,Neutral,Somewhat positive,Very positive,Very positive,Neutral,Somewhat positive,Neutral,Somewhat positive,Neutral,b) Somewhat familiar,2,1,3,c) More likely to buy,d) Somewhat Likely,Male,34,"$100,000 or more",100,White,,Bachelor degree,"So-so. During the colder months, I was generating a surplus of energy. Once the SRP summer rate hike hit, I was suddenly using twice as much as I was generating.",
85388,2500,d) Cash,,,a) Leased solar,b) Lease was pre-paid,,Solar City,,Somewhat positive,Somewhat positive,Somewhat positive,Very positive,Somewhat positive,Neutral,Somewhat positive,Neutral,Somewhat positive,Neutral,e) Never heard of it,1,2,3,b) No influence,c) Undecided,Male,68,"$60,000 â€“ $69,999",60,White,,Graduate degree,Yes. Very positive.,
85296,2515,b) FHA,,5,a) Leased solar,a) Took over payments on the lease,138,Solar City,"b) No, this was not a stipulation",Very positive,Somewhat positive,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat positive,e) Never heard of it,3,2,1,c) More likely to buy,d) Somewhat Likely,Male,56,"$100,000 or more",100,White,,Graduate degree,"Some hiccups in the process but after that was resolved, it has been a positive experience. ",
85395,2524,a) Conventional,,8.25,a) Leased solar,a) Took over payments on the lease,134,NRG,,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,a) Very familiar,1,2,3,b) No influence,b) Unlikely,Female,62,"$100,000 or more",100,White,,Bachelor degree,Too soon for us to determine.,
85379,2530,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,109,NRG,c) I don't know,Neutral,Neutral,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,,,,b) No influence,c) Undecided,Female,74,,,Other or multiple race/ethnicity,,Graduate degree,,
85395,2549,d) Cash,,,b) Owned solar,c) System is owned,,Solar City,,Somewhat positive,Very positive,Very positive,Very positive,Very positive,Somewhat positive,Neutral,Somewhat positive,Neutral,Neutral,,1,2,3,b) No influence,b) Unlikely,Male,,"$90,000 â€“ $99,999",90,Black or African American,,Graduate degree,Yes. Energy saving is reasonable.,All effort should be made by the government to encourage the solar panel installation.
85392,2550,a) Conventional,,8.5,a) Leased solar,a) Took over payments on the lease,79,OneRoof Energy / My Solar,"b) No, this was not a stipulation",Somewhat positive,Very positive,Somewhat positive,Very positive,Neutral,Neutral,Very positive,Neutral,Very positive,Neutral,c) A Little familiar,3,1,2,c) More likely to buy,d) Somewhat Likely,Female,33,"$90,000 â€“ $99,999",90,White,,Bachelor degree,"No. I had hoped it would lower my electric bill more. And OneRoof Energy / My Solar is a terrible company. I've had 5 inncorrect bills in the past 5 months, there is no followup, they are incredibly disorganized.",
85027,2552,b) FHA,,,a) Leased solar,a) Took over payments on the lease,160,Sunrun,,Very positive,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat positive,Neutral,a) Very familiar,2,1,3,c) More likely to buy,d) Somewhat Likely,Male,32,"$80,000 â€“ $89,999",80,Other or multiple race/ethnicity,Asian and Black or African American,Bachelor degree,Yes. We are producing more than projected. ,
85304,2565,d) Cash,,5.865,a) Leased solar,a) Took over payments on the lease,99.84,Solar City,"b) No, this was not a stipulation",Very positive,Somewhat positive,Very positive,Very positive,Somewhat negative,Neutral,Somewhat positive,Neutral,Somewhat positive,Somewhat positive,b) Somewhat familiar,2,1,3,c) More likely to buy,d) Somewhat Likely,Male,42,"$100,000 or more",100,White,,Some college but no degree,"Yes.  I like the lower energy bills, and I'm hoping that the savings increases during the winter months.",
85351,2571,d) Cash,,,b) Owned solar,c) System is owned,,,,Very positive,Neutral,Very positive,Very positive,Very positive,Very negative,Very negative,Very positive,Very positive,Very positive,c) A Little familiar,1,3,2,b) No influence,d) Somewhat Likely,Female,59,"$90,000 â€“ $99,999",90,White,,Bachelor degree,,We were excited to purchase a home with solar to offset other ongoing costs. Dad (retiree) is a snowbird.  :)
85383,2574,a) Conventional,,,b) Owned solar,c) System is owned,,,,Somewhat positive,Very negative,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Somewhat negative,Somewhat positive,Neutral,e) Never heard of it,2,1,3,c) More likely to buy,a) Very Unlikely,Female,32,"$100,000 or more",100,White,,Bachelor degree,Not very happy. We had hoped it would offset energy costs more. ,
85396,2585,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,130,Sunpower,"b) No, this was not a stipulation",Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Somewhat positive,Neutral,Neutral,Somewhat negative,Somewhat negative,Neutral,c) A Little familiar,,1,,c) More likely to buy,c) Undecided,Female,57,"$100,000 or more",100,White,,Associate degree,Yes - so far costs have been steady,A little skeptical at first - OK with it now
85351,2594,a) Conventional,,,b) Owned solar,c) System is owned,,American Solar Electric,,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Somewhat positive,e) Never heard of it,2,1,3,b) No influence,c) Undecided,Female,64,"$50,000 â€“ $59,999",50,White,,Graduate degree,,"I had leased previous to purchasing this home. I did not track my use. However, I intend to track my use now. Owning the unit will, I hope, prove to be a lucky addition to an already wonderful home. "
85383,2596,a) Conventional,,4,b) Owned solar,c) System is owned,,SunPower,,Somewhat positive,Neutral,Very positive,Very positive,Neutral,Neutral,Neutral,Somewhat negative,Somewhat positive,Neutral,e) Never heard of it,1,2,3,b) No influence,b) Unlikely,Male,35,"$100,000 or more",100,Asian,,Graduate degree,Yes,
85260,2598,a) Conventional,,,b) Owned solar,c) System is owned,,,,Neutral,Somewhat positive,Neutral,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,d) Vaguely familiar,,1,,b) No influence,a) Very Unlikely,Female,43,"$100,000 or more",100,White,,Bachelor degree,Yes,
85207,2599,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,57,Solar City,"b) No, this was not a stipulation",Very positive,Neutral,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Somewhat positive,Neutral,e) Never heard of it,2,1,3,c) More likely to buy,c) Undecided,Female,28,"$60,000 â€“ $69,999",60,White,,Bachelor degree,"Yes, no hassle involved and it has lowered our monthly SRP bill. ",
85254,2608,a) Conventional,,5,b) Owned solar,c) System is owned,,Stealth Solar,,Very positive,Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Somewhat positive,Somewhat positive,Very positive,c) A Little familiar,1,2,3,b) No influence,c) Undecided,Male,38,"$80,000 â€“ $89,999",80,White,,Some college but no degree,"Yes, bills are less.",Nothing else.
85306,2609,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,70,Solar City,"b) No, this was not a stipulation",Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,e) Never heard of it,,,,,,Female,31,"$70,000 â€“ $79,999",70,White,,Graduate degree,,
85295,2614,b) FHA,,,a) Leased solar,a) Took over payments on the lease,92.82,Solar City,c) I don't know,Somewhat positive,Somewhat positive,Very positive,Neutral,Neutral,Neutral,Neutral,Neutral,Very positive,Neutral,c) A Little familiar,1,,,b) No influence,c) Undecided,Male,80,"$100,000 or more",100,White,,Some college but no degree,Yes,
85331,2617,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,106,SunPower energy,"b) No, this was not a stipulation",Very positive,Very positive,Very positive,Very positive,Somewhat positive,Neutral,Neutral,Neutral,Neutral,Neutral,,,1,,b) No influence,c) Undecided,Male,60,"$60,000 â€“ $69,999",60,Other or multiple race/ethnicity,,Bachelor degree,Undetermined. Not enough time to evaluate yet. Need at least one full year for proper evaluation.,
85254,2623,a) Conventional,,,a) Leased solar,a) Took over payments on the lease,110,Solar City,"b) No, this was not a stipulation",Very positive,Very positive,Very positive,Very positive,Neutral,Neutral,Very positive,Neutral,Neutral,Very positive,a) Very familiar,1,,2,b) No influence,b) Unlikely,Female,51,"$100,000 or more",100,White,,Bachelor degree,Yes - low utility bills in summer peak period. ,
